Savings,Checkings,CreditCard,Pin
47568.82,63231.41,5108751893570331,4124
36483.99,77967.38,5048371825817578,7777
61921.94,40255.56,5108751928291838,3449
8357.23,23121.64,5048373613932346,7372
22018.77,45436.67,5108759892784464,4517
87870.36,87.99,5108752661719985,2607
37001.43,22156.18,5048370465752376,3384
23899.09,99790.03,5048378787807067,7571
80358.67,52858.03,5108753464112337,6968
49469.61,75186.2,5108755414376300,6211
30880.42,26075.61,5108757876118345,2973
38251.42,80300.1,5108756482424626,1536
86990.5,82838.9,5108758403144366,6063
44216.39,63021.05,5108759418364585,5690
93066.17,6219.69,5108750909615650,2504
20369.71,87266.42,5108750905335428,4347
76723.95,10475.09,5108757842162856,9806
81325.63,6554.86,5048379175647644,5841
97975.93,74906.21,5048373600283570,9495
56758.56,51057.28,5048379797768026,4744
60187.2,55536.55,5048372679812913,9592
71464.53,54994.85,5048374989515269,9296
25661.38,40710.61,5108756552122076,6471
72707.53,43915.97,5108753353655982,3665
36524.75,43881.08,5108759283664085,9506
94274.13,58268.55,5108758078723775,6123
51711.3,60194.15,5048373818853297,3321
88185.46,76498.95,5108752155234863,4212
80605.39,40550.45,5108752029883218,9912
59843.53,98157.48,5048374822473320,3800
15970.31,14761.45,5048373718623576,5496
77690.3,91580.71,5048378985482762,9127
61496.27,25962.04,5108750279003628,6762
69536.27,17349.2,5108756505284601,3891
37805.4,38178.61,5048378884294714,2789
74462.54,25968.88,5108755896852844,4378
7638.16,49725.83,5048370911679918,1641
3417.53,68684.75,5108758179569127,1690
61940.83,98769.65,5108751038237432,2656
63994.15,33775.97,5048375492443048,2541
98487.3,46552.99,5048373312674181,6698
99428.4,29625.59,5048376995824494,8279
28286.21,10058.78,5048376807999096,5430
49334.69,27901.75,5108753345675197,5883
54180.17,52100.45,5048371419788060,8802
9846.81,35850.66,5108756416992375,4681
27468.3,96002.88,5048375110405775,1671
48659.88,40463.36,5108751793851682,3952
405.92,13194.74,5108755793774612,8107
57820.8,51226.59,5108755790231798,3719
34306.53,9268.46,5108754704510892,2368
90090.12,99727.34,5048375442164884,1502
21973.13,37629.34,5048378557328484,9265
47527.91,66342.1,5048377218241235,4926
50322.78,44734.3,5108757432393499,8876
66751.23,95132.9,5048372523103857,8896
58238.42,4779.41,5108759681749934,8258
89342.0,98310.82,5108753447413620,3798
77.69,83332.76,5048375475383690,3837
81141.47,99106.09,5108758768413026,5405
10998.22,28371.59,5048370282052745,4771
17039.89,16940.11,5048376673540461,2245
84889.83,28488.48,5048379095555992,7431
7123.15,86578.19,5048374350453678,8433
40141.68,90144.05,5108755386374283,8136
880.43,81103.06,5108756826071885,3613
89193.18,2501.49,5048373130316338,7431
15255.51,50363.64,5048378204645066,7479
44589.89,75601.11,5108754343659126,4520
61663.46,29305.06,5108759625878104,1501
79105.72,45445.99,5108751229520604,8088
40370.69,88018.07,5048378123607130,1913
57853.41,25952.47,5048376441276612,5855
98247.7,40820.21,5048376831629438,7322
25951.99,30652.1,5108759810179169,2776
42398.65,27672.24,5048379621141713,8206
32821.4,65794.34,5048370016485906,4951
47485.72,50575.71,5048372492485285,2510
14821.4,57147.86,5108756288454611,3140
88372.21,49393.98,5048373708676071,8306
33246.4,33799.34,5048374799514775,6711
59296.61,47416.21,5108755893749241,3197
46624.86,63933.68,5048377193791667,4874
59278.63,61113.93,5108755888028650,4231
54154.11,78927.03,5108757611809026,4214
35439.23,95615.46,5048378044731571,3026
97471.45,4718.63,5048374125038358,5578
57339.82,4656.04,5108753527880508,7045
17946.42,88841.96,5108759024916828,9662
57536.57,25156.45,5048370107779852,6753
55539.05,71805.66,5108757290926752,8745
52759.83,23675.95,5108751077160123,8046
76741.92,78402.5,5048370053604997,4704
4554.88,80481.81,5048374701496004,5350
31381.0,40680.8,5108750602990830,4037
25859.1,82127.73,5048374010910273,3726
82355.18,24183.23,5108756420528884,3050
32051.51,89731.77,5108759491188778,1941
64497.42,90080.69,5108754261614095,5117
54191.77,80770.22,5108755966348459,6640
86112.23,50409.64,5048370623831617,8612
57070.14,35572.4,5108755501638943,4577
33060.28,22274.98,5048379593423180,8478
99060.71,51700.01,5108750614768026,8331
35097.76,76821.13,5048371530986973,5964
44432.52,28292.31,5108759653435165,9613
24999.12,40489.19,5108752626987651,4962
16432.0,1385.46,5108756456144721,2589
95807.13,2114.8,5108755966469834,6877
48841.7,45384.55,5048379763365716,5050
31546.03,11387.03,5048375248960360,7551
64564.06,33543.38,5048377758338391,5208
59650.12,81996.6,5108757167900476,1249
66851.6,21974.24,5048376132814820,1518
33281.86,2771.16,5048376033550051,7814
4962.98,46639.17,5108756398321957,4638
42218.88,65840.71,5048372853622740,1832
38071.65,66540.84,5108752629518354,4597
86569.04,75150.4,5048376688746228,9812
8301.28,74482.06,5108754272793219,5259
31580.11,30156.31,5048376898841173,3898
45815.67,28143.24,5048375959458372,6229
63867.24,61192.84,5048374825574132,8289
45170.05,69991.56,5108758454461925,7579
76466.97,26420.69,5048378408643842,6354
77059.46,20704.88,5108751525988984,8295
49099.93,46007.88,5048372852202676,4572
22442.94,3909.49,5108755718445983,7642
58974.07,11179.63,5108756776363688,2925
98219.75,2682.36,5108753123813796,4703
44497.4,8707.25,5048377248868502,6564
61631.21,34643.51,5108750907038426,5460
6283.63,38280.36,5048372860380365,4853
4287.44,81744.16,5108750230185431,5356
60684.04,70828.56,5108759146510376,7365
29056.97,16246.19,5108758747105396,8148
99376.33,20717.15,5108758187274751,2615
23284.45,41570.45,5048377927291422,1410
55117.26,79934.64,5048376169313779,8600
14457.55,55771.5,5048379773560207,2497
12161.69,58020.15,5108754515190454,1814
12369.64,81858.31,5108753268756248,4006
24411.65,47934.66,5108754354538144,5004
35507.26,98708.62,5048379583234142,6585
30655.09,33950.08,5108750576343438,3934
7938.11,5574.04,5108758335949023,1185
89409.99,47836.58,5108750540166899,1307
40783.07,64826.5,5048376438081256,5980
92663.44,96354.43,5048375670639342,6700
25767.99,88864.3,5048379299622887,2465
85175.48,73848.04,5048377951082937,2295
34596.95,47170.25,5108753515570640,4830
21610.5,28498.3,5048374492778339,5213
85955.4,9175.59,5048376171228924,1184
76191.91,18738.6,5108751729301992,7427
72576.04,85411.16,5108755173377481,6776
82428.38,8449.45,5048378536749859,7820
65006.3,30003.64,5108751034679645,2323
36023.57,62016.91,5108753255159307,6562
64451.8,76166.43,5048375920511077,7970
32162.51,9018.82,5048379826155906,5354
29919.35,10989.46,5108758252709806,7463
63628.16,22042.04,5048379582097300,5918
7064.63,89477.84,5048379558071917,8660
31042.88,51138.06,5048371662636917,6966
91482.35,64723.17,5048377358002223,8138
78802.54,53794.92,5048370518269816,8049
54017.57,44109.18,5048371513392116,1118
25390.27,93730.73,5048375144227583,1326
69059.08,17558.37,5108759264650848,5203
41222.94,90931.6,5108756171660118,2238
68382.15,52018.82,5048370538235011,4019
77113.22,12035.82,5108758870768457,8916
27452.38,64119.7,5048371920942222,7482
96012.56,4814.49,5048371099348904,8664
24000.01,20333.49,5108751295805574,5346
55809.66,94290.04,5108758077825316,8865
68058.38,87166.11,5048375991159988,4263
18852.4,86493.41,5108756355906782,1281
30196.45,81497.64,5108756651432988,8936
78790.96,7722.81,5108753223650817,4584
9599.4,98319.23,5048378040143318,4869
21309.02,2839.45,5108752110411762,6385
8690.37,61979.65,5048376173999282,1074
38631.5,15600.72,5048379859782246,2144
43790.3,11417.01,5108755189585549,1954
61573.17,11982.27,5108750370698508,4413
21732.34,54756.89,5108756374620505,8891
2591.47,17498.01,5048370432187136,5976
41494.3,49986.15,5108758346945069,4480
4074.69,4669.17,5108757002927791,9953
72642.81,75223.39,5108757642217710,1524
19705.12,48371.58,5048373587469804,3946
98646.66,18949.42,5048375472711679,4663
47551.09,60835.75,5108758192530452,7764
90440.76,47399.83,5108752482673940,7535
73894.02,17603.52,5048372457835292,3745
49924.5,94457.62,5108750127269165,1979
80939.5,98737.24,5108754255467807,2656
8499.69,64540.09,5108750264116559,2729
61470.99,34740.92,5048373787379050,6267
49971.98,62072.06,5108750309880987,1318
3863.32,70845.81,5108754103918845,4936
94325.97,38585.13,5108759398527821,8373
31944.74,99646.8,5048374653283517,1619
78231.24,70966.13,5048377134725428,7385
88967.13,87140.58,5108754842065478,1906
77631.79,64489.34,5048372791738483,3820
91634.52,30625.74,5108755668612905,7641
2994.44,72417.14,5048370262544018,9105
68211.23,89429.66,5048373762015620,5255
75033.72,77774.42,5108755939549035,1438
84129.55,2023.58,5048376113750266,5515
14183.59,32433.54,5048377423143242,3333
31177.7,17877.62,5108750034943886,9106
63479.43,86166.43,5048372329754739,5844
18003.97,18743.38,5108755882853939,5564
51499.75,87716.35,5048371211712797,6791
91193.95,12244.32,5108753411697224,6139
67512.81,28577.6,5108759570489311,2506
65483.92,58866.65,5108756518765992,1045
53180.72,52396.42,5108752823322017,4316
72770.6,89099.7,5108751780080790,1761
27748.84,31307.93,5108751607637343,3478
24186.27,60211.71,5108759948577961,5582
16466.04,53776.22,5048370326516606,1675
40765.03,86032.39,5048371218259578,2602
98636.07,67058.74,5048378723112721,7973
1991.79,40105.77,5108755522206803,8137
80105.86,31471.41,5048372152667347,3567
2258.48,37679.9,5048378775478798,3201
2282.99,86104.62,5048379659276183,1508
83264.26,83214.27,5048371860715307,5333
93436.75,87049.79,5048375234233293,6985
94802.42,15471.25,5108759187107926,4666
75579.89,53490.95,5108757260045112,9032
9723.62,59989.52,5108752943772430,3517
94652.3,70987.42,5048370413182056,7955
72065.07,28699.54,5048378855593532,4547
49404.22,4258.49,5108759401533352,6400
2156.12,90094.69,5108759172374051,7486
3550.89,48461.29,5108757499732837,8167
35283.32,61569.8,5108758863008424,7613
28254.94,99066.45,5048374328135522,3583
86746.69,81438.98,5048375040508045,4743
69703.65,51163.64,5108751282171386,8700
98504.65,52137.08,5048378497431729,4480
34667.61,88540.66,5048377728692752,1359
83629.71,87207.83,5108755264741603,5825
97902.44,5687.26,5108754783921838,4662
8772.16,678.84,5048375427148415,6484
97491.58,46859.67,5108756311281643,8802
49692.84,56903.62,5108759791331870,2529
43107.85,70140.72,5108752008940963,3650
84427.9,67056.75,5108755400842927,5607
18090.71,94718.49,5048370048417182,6833
79257.01,68017.77,5108759407187211,5108
68087.69,89288.56,5108752084975396,1141
23480.49,90237.22,5108759596690058,2470
18933.22,8377.23,5048373680607649,2197
30636.5,67624.81,5048378493665569,4955
76467.23,83804.59,5108753403065851,6324
59425.28,81542.09,5108752887746465,8384
48154.67,14968.31,5108753535781367,6636
330.62,92623.2,5048370145890620,5205
41333.53,11463.16,5048378726840393,2087
88519.73,86043.12,5108758772486042,6635
44472.52,4486.3,5108751057937359,9183
32675.68,57065.9,5048379614366111,2514
95394.19,1525.85,5108752839643570,3862
87182.37,29258.73,5048372873040931,3781
79085.95,13735.62,5108756274072021,7955
84752.43,72155.13,5108753973075991,9516
18920.44,91174.93,5108756794161999,1538
67838.61,49712.5,5048373483979351,8244
6157.67,51353.84,5048372946649338,4553
53171.15,78583.43,5108757663931777,4294
12438.19,38869.21,5108755821912382,2391
75590.06,67013.5,5108752208330882,3008
80605.79,21659.74,5108751473930418,2302
13795.59,19507.48,5048377695149257,3435
19155.12,36550.91,5108757594000221,4604
72058.75,1186.72,5108757431026538,9268
47024.82,47107.69,5108750517405445,8285
8213.13,15550.3,5108759609152823,7771
65142.05,35214.17,5108754911938167,8896
15319.02,46850.35,5108757481318405,6315
96730.4,45176.13,5108756579947091,5433
44310.9,26988.4,5048376884928505,2310
26188.15,31031.2,5048376994891031,9667
81404.34,33331.95,5108751770643383,2158
94067.3,32910.4,5048373491618934,8716
11150.92,94490.94,5048375765834055,4496
84970.65,13982.59,5108757687931712,6261
16150.29,55812.2,5048371080730862,3832
77496.49,25976.98,5048370013272661,2405
9134.61,92929.54,5048371360426769,4563
88590.8,79981.6,5108753376137679,5809
40569.9,69597.17,5048374692942396,5171
34294.91,70905.16,5108755456723930,1057
52783.77,2542.71,5108753535832632,4589
38951.9,52136.14,5048379738950683,1871
99503.4,72228.12,5108755916455222,6065
